1_graph	8_frantfreqparm
systématiseurs	0.06
systématisé	0.29
systématisée	0.29
systématisées	0.16
systématisés	0.19
systémier	0.03
systémiers	0.16
systémiques	0.03
syzygie	0.06
syzygies	0.13
syénites	0.03
szlachta	0.06
sèche	27.06
sèchement	6.48
sèchent	1.55
sèches	11.55
sème	1.65
sèment	0.52
sèmera	0.03
sèmerai	0.03
sèmeraient	0.03
sèmerait	0.06
sèmerions	0.03
sèmerons	0.06
sèmeront	0.03
sèmes	0.10
sève	7.97
sèves	0.68
sèvre	0.32
sèvrerait	0.03
sèvres	11.16
séance	23.74
séances	14.19
séant	0.94
séantes	0.03
sébacée	0.06
sébacées	0.45
sébacés	0.06
sébaste	0.03
sébile	0.19
sébiles	0.03
séborrhée	0.19
séborrhéique	0.06
séborrhéiques	0.06
sébum	0.45
sécante	0.06
sécants	0.03
sécateur	0.74
sécateurs	0.06
sécession	2.45
sécessions	0.03
sécha	0.29
séchage	2.10
séchai	0.06
séchaient	1.61
séchais	0.10
séchait	1.32
séchant	0.97
séchard	0.29
sécher	6.06
séchera	0.23
sécheraient	0.03
sécherait	0.10
sécheresse	10.68
sécheresses	0.32
sécherie	0.10
sécheries	0.13
sécheront	0.03
sécheur	0.03
sécheurs	0.06
séchez	0.13
séchiez	0.03
séchions	0.03
séchoir	0.90
séchoirs	0.29
séchons	0.03
séchât	0.03
séchèrent	0.23
séché	3.68
séchée	2.19
séchées	1.55
séchés	1.16
sécolle	0.06
sécot	0.03
sécrète	1.35
sécrètent	1.10
sécrétaient	0.06
sécrétais	0.03
sécrétait	0.32
sécrétant	0.58
sécréter	1.16
sécrétera	0.03
sécréterons	0.03
sécréteront	0.03
sécréteur	0.06
sécréteurs	0.13
sécrétez	0.03
sécrétine	0.16
sécrétion	6.74
sécrétions	2.23
sécrétoire	0.26
sécrétoires	0.16
sécrétrice	0.06
sécrétrices	0.10
sécrétât	0.03
sécrété	0.84
sécrétée	0.87
sécrétées	0.55
sécrétés	0.16
sécu	0.48
séculaire	4.58
séculairement	0.26
séculaires	2.00
sécularisation	0.29
sécularisations	0.06
sécularise	0.03
sécularisent	0.03
sécularisé	0.10
sécularisées	0.06
sécularisés	0.10
séculier	0.94
séculiers	0.32
séculière	0.32
séculières	0.13
sécurisait	0.03
sécurisant	0.10
sécurisante	0.10
sécurisantes	0.03
sécurisation	0.06
sécuriser	0.10
sécurisé	0.06
sécurisée	0.03
sécurisés	0.03
sécurit	0.06
sécurité	60.42
sécurités	0.39
sédatif	0.16
sédatifs	0.58
sédation	0.13
sédative	0.35
sédatives	0.03
sédentaire	2.68
sédentaires	2.03
sédentarisaient	0.03
sédentarisation	0.32
sédentariser	0.03
sédentarisme	0.03
sédentarisés	0.03
sédentarité	0.19
sédiment	2.06
sédimentaire	0.68
sédimentaires	1.61
sédimentant	0.03
sédimentation	3.03
sédimentations	0.06
sédimente	0.06
sédimentent	0.06
sédimenter	0.10
sédimentologie	0.23
sédimentologiques	0.06
sédiments	4.13
sédimentée	0.03
séditieuse	0.19
séditieuses	0.23
séditieux	0.52
sédition	0.48
séditions	0.03
séducteur	3.06
séducteurs	0.74
séduction	6.52
séductions	1.35
séductrice	0.42
séductrices	0.19
séduira	0.03
séduire	6.65
séduirez	0.03
séduis	0.10
séduisaient	0.23
séduisait	0.94
séduisant	3.65
séduisante	3.16
séduisantes	0.74
séduisants	0.65
séduise	0.13
séduisent	0.58
séduises	0.03
séduisez	0.03
séduisirent	0.10
séduisit	0.52
séduit	5.81
séduite	1.68
séduites	0.26
séduits	0.71
ségala	0.06
ségalas	0.06
ségrège	0.03
ségrègue	0.03
ségrégation	2.58
ségrégationniste	0.03
ségrégations	0.13
ségrégative	0.03
ségréguait	0.03
ségrégués	0.06
séguedille	0.13
séide	0.03
séides	0.16
séismal	0.03
séisme	0.61
séismes	0.55
séismique	0.06
séismiques	0.16
séismographe	0.03
séismographes	0.13
séjour	27.10
séjourna	0.42
séjournaient	0.16
séjournais	0.03
séjournait	0.77
séjournant	0.45
séjourne	0.87
séjournent	0.39
séjourner	1.29
séjournera	0.06
séjourneraient	0.03
séjournerez	0.03
séjourneront	0.03
séjournez	0.03
séjourniez	0.03
séjournions	0.10
séjournâmes	0.03
séjournèrent	0.06
séjourné	1.48
séjours	5.42
sélaciens	0.03
sélect	0.19
sélecteur	0.71
sélecteurs	0.52
sélectif	1.06
sélectifs	0.52
sélection	16.03
sélectionna	0.06
sélectionnaient	0.03
sélectionnait	0.06
sélectionnant	0.29
sélectionne	0.32
sélectionnent	0.23
sélectionner	1.77
sélectionneront	0.03
sélectionneur	0.10
sélectionneurs	0.13
sélectionneuses	0.13
sélectionnez	0.03
sélectionné	0.55
sélectionnée	0.45
sélectionnées	0.58
sélectionnés	1.42
sélections	0.90
sélective	2.48
sélectivement	0.19
sélectives	0.32
sélectivité	0.19
sélectivités	0.03
séleucide	0.06
séleucides	0.16
séléniates	0.03
sélénite	0.03
séléniteuse	0.29
séléniteuses	0.68
séléniteux	0.03
sélénium	0.35
sélénographie	0.03
sélénographiques	0.03
sémanticien	0.03
sémantique	4.42
sémantiques	1.90
sémantème	0.06
sémantèmes	0.16
sémaphore	0.42
sémaphores	0.23
sémaphorique	0.03
sémaphoriques	0.10
sémillant	0.19
sémillante	0.10
sémillantes	0.03
sémillon	0.06
séminaire	2.39
séminaires	1.42
séminal	0.06
séminale	0.42
séminales	0.10
séminariste	2.87
séminaristes	0.39
séminaux	0.10
séminifères	0.06
sémiogenèse	0.03
sémiologie	0.29
sémiologique	0.19
sémiologiques	0.06
sémiologue	0.03
sémiotique	0.10
sémiotiques	0.06
sémite	0.19
sémites	0.13
sémitique	0.48
sémitiques	0.19
sémitisme	0.03
séméiologie	0.23
sénat	8.13
sénateur	4.81
sénateurs	2.16
sénatorial	0.16
sénatoriale	0.26
sénatoriales	0.06
sénescence	0.65
sénescente	0.03
sénestre	0.03
sénevé	0.23
séneçon	0.06
sénile	1.65
sénilement	0.03
séniles	0.55
sénilité	0.74
sénonien	0.03
séné	0.16
sénéchal	2.58
sénéchaussées	0.10
sénéchaux	0.32
sénégalais	2.97
sénégalaise	0.06
sénégalaises	0.06
sénés	0.03
séoudite	0.68
sépales	0.03
sépara	1.81
séparabilité	0.10
séparable	0.77
séparables	0.61
séparai	0.06
séparaient	4.23
séparais	0.16
séparait	10.10
séparant	4.71
séparateur	1.45
séparateurs	0.23
séparatifs	0.03
séparation	20.55
séparations	1.26
séparatisme	0.03
séparatiste	0.29
séparatistes	0.06
séparative	0.03
séparatives	0.03
séparatrice	0.06
sépare	18.68
séparent	7.71
séparer	20.26
séparera	0.32
séparerai	0.23
sépareraient	0.10
séparerais	0.03
séparerait	0.35
séparerez	0.06
séparerons	0.10
sépareront	0.19
séparez	0.26
sépariez	0.03
séparions	0.39
séparons	0.42
séparâmes	0.19
séparât	0.19
séparèrent	1.68
séparé	9.68
séparée	7.32
séparées	7.81
séparément	7.90
séparés	15.55
sépia	0.61
sépias	0.03
sépiolite	0.06
sépiolites	0.03
sépulcral	0.32
sépulcrale	0.35
sépulcrales	0.03
sépulcre	1.13
sépulcres	0.10
sépulture	1.68
sépultures	1.00
séquelle	0.61
séquelles	2.81
séquence	6.23
séquences	4.26
séquentiel	0.16
séquentielle	0.19
séquentiellement	0.06
séquentielles	0.06
séquestra	0.03
séquestraient	0.03
séquestrais	0.06
séquestrait	0.10
séquestration	0.29
séquestrations	0.06
séquestre	0.90
séquestrent	0.03
séquestrer	0.29
séquestrera	0.03
séquestrerait	0.03
séquestres	0.10
séquestrons	0.03
séquestré	0.39
séquestrée	0.42
séquestrées	0.03
séquestrés	0.19
séquoia	0.58
séquoias	0.19
séracs	0.03
sérail	7.00
sérails	0.03
séraphin	0.42
séraphins	0.19
séraphique	0.26
séraphiques	0.13
séreuse	0.29
séreuses	0.19
séreux	0.19
sérial	0.03
sériant	0.03
sériation	0.03
sériations	0.03
sériciculteurs	0.03
sériciculture	0.10
séricigène	0.10
série	79.13
sériel	0.61
sérielle	1.65
sérielles	0.16
sériels	0.19
sérier	0.16
séries	20.39
sérieuse	12.87
sérieusement	17.42
sérieuses	9.42
sérieux	48.16
sérigraphie	0.03
sérine	0.13
sérines	0.03
sérions	0.03
sérique	0.23
sériques	0.10
sériées	0.03
sériés	0.03
sérodiagnostic	0.03
sérodiagnostics	0.03
sérologie	0.23
sérologies	0.03
sérologique	0.03
sérologiques	0.29
séropositif	0.42
séropositifs	0.42
séropositives	0.03
sérosité	0.19
sérothérapie	0.26
sérothérapies	0.03
sérotonine	0.10
sérovaccination	0.03
sérum	2.65
sérums	1.55
sérère	0.13
sérères	0.03
sérénade	0.84
sérénades	0.19
sérénissime	1.03
sérénité	8.55
sésame	0.97
séton	0.03
sétérée	0.03
sévi	0.39
sévice	0.16
sévices	1.35
sévir	1.00
sévirai	0.03
sévirait	0.03
sévirent	0.13
sévissaient	0.32
sévissais	0.03
sévissait	1.06
sévissant	0.13
sévisse	0.03
sévissent	0.35
sévit	1.87
sévrienne	0.03
sévriennes	0.06
sévère	19.61
sévèrement	5.39
sévères	7.32
sévérité	5.48
sévérités	0.23
sévît	0.03
sézigue	0.13
sûmes	0.32
sûr	203.35
sûre	34.55
sûrement	44.00
sûres	3.42
sûreté	11.45
sûretés	0.26
sûrs	8.48
sût	3.39
sûtra	0.06
sûtras	0.06
t	385.74
t'	448.94
ta	150.71
tab	0.13
tabac	25.45
tabacs	0.71
tabagie	0.16
tabagies	0.06
tabagisme	0.06
tabard	0.06
tabaski	0.03
tabassage	0.06
tabassages	0.06
tabassait	0.06
tabasse	0.13
tabassent	0.03
tabasser	0.48
tabasses	0.03
tabassons	0.03
tabassé	0.16
tabassée	0.06
tabassés	0.10
tabatière	1.23
tabatières	0.48
tabellion	0.10
tabellions	0.03
tabernacle	1.16
tabernacles	0.13
tabes	0.03
tablant	0.13
tablature	0.26
table	200.58
tableau	81.10
tableautier	0.03
tableautin	0.03
tableautins	0.19
tableaux	31.03
tabler	0.61
tables	30.68
tablette	4.26
tabletterie	0.06
tablettes	4.10
tablier	15.94
tabliers	1.87
tabloïde	0.03
tablé	0.03
tablée	0.58
tablées	0.23
tabor	0.03
tabors	0.52
tabou	2.90
taboue	0.10
tabouent	0.03
tabouret	7.77
tabourets	1.74
tabous	2.42
tabula	0.06
tabulaire	0.19
tabulaires	0.10
tabulateur	0.13
tabulatrice	1.13
tabulatrices	0.16
tabulées	0.03
tabès	1.71
tabétique	0.19
tabétiques	0.13
tac	4.77
tacauds	0.03
tachaient	0.16
tachait	0.48
tachant	0.26
tache	22.77
tachent	0.06
tacher	0.58
tachera	0.06
tacherai	0.06
tacherais	0.03
tacherait	0.03
taches	26.74
tachetaient	0.03
tachetant	0.03
tacheter	0.03
tachetures	0.03
tacheté	0.71
tachetée	0.52
tachetées	0.32
tachetés	0.23
tachez	0.03
tachisme	0.06
tachiste	0.03
tachistes	0.03
tachures	0.03
tachycardie	0.35
tachycardies	0.06
tachygraphiques	0.06
tachymètre	0.10
tachymètres	0.03
tachyphémie	0.03
taché	2.58
tachée	2.16
tachées	0.77
tachés	1.45
tacite	6.10
tacitement	1.61
tacites	0.52
taciturne	3.19
taciturnes	0.87
taciturnité	0.10
tacle	0.16
tacles	0.03
tacon	0.10
taconner	0.03
taconnet	0.52
tacot	0.42
tacots	0.06
tacs	0.03
tact	3.87
tacticien	0.29
tactile	0.94
tactiles	0.74
tactique	9.61
tactiquement	0.10
tactiques	2.77
tactisme	0.03
tactismes	0.03
tadjik	0.13
tadjiks	0.48
tadorne	0.10
tadornes	0.10
taf	0.26
taffetas	1.03
tafia	0.03
tagada	0.16
tagalog	0.06
tagliatelles	0.06
tahitien	0.26
tahitienne	0.06
tahitiennes	0.13
tahitiens	0.03
taie	1.23
taies	0.35
tailla	0.61
taillable	0.03
taillables	0.10
taillada	0.03
tailladait	0.10
tailladant	0.10
tailladent	0.03
taillader	0.19
tailladez	0.03
tailladé	0.19
tailladée	0.06
tailladées	0.06
tailladés	0.13
taillai	0.06
taillaient	0.42
taillais	0.19
taillait	1.61
taillandier	0.13
taillandiers	0.06
taillant	1.06
taillants	0.06
taille	62.58
taillent	0.65
tailler	4.90
taillera	0.10
taillerai	0.13
taillerais	0.03
taillerait	0.13
taillerez	0.03
taillerie	0.06
tailleries	0.84
tailles	3.81
tailleur	12.42
tailleurs	1.81
tailleuse	0.03
taillez	0.19
taillis	17.52
tailloir	0.10
tailloirs	0.03
taillons	0.10
taillèrent	0.06
taillé	7.26
taillée	4.74
taillées	2.97
taillés	4.16
tain	1.00
taira	0.55
tairai	0.16
tairaient	0.03
tairais	0.13
tairait	0.42
taire	19.52
tairez	0.03
tairions	0.06
tairons	0.13
tairont	0.06
tais	10.68
taisaient	2.19
taisais	1.26
taisait	6.19
taisant	1.26
taise	1.03
taisent	2.90
taises	0.06
taiseux	0.06
taisez	3.65
taisiez	0.06
taisions	0.55
taisons	1.03
tait	9.39
tajine	0.10
tajines	0.10
tala	0.13
talait	0.06
talalgie	0.03
talapoins	0.03
talas	0.13
talbin	0.23
talbins	0.48
talc	0.97
tale	0.06
talent	24.84
talents	5.94
talentueuse	0.06
talentueusement	0.03
talentueux	0.61
taler	0.03
tales	0.10
taleth	0.10
taleths	0.03
talion	1.61
talisman	1.68
talismans	0.48
talitres	0.06
talitrus	0.03
talle	0.03
tallipot	0.03
talma	0.13
talmouse	0.03
talmouses	0.03
talmud	0.58
talmudique	0.19
talmudiques	0.06
talmudiste	0.13
talmudistes	0.16
talochaient	0.03
talochait	0.03
taloche	0.39
talocher	0.03
taloches	0.45
talon	8.55
talonna	0.06
talonnades	0.03
talonnaient	0.03
talonnait	0.29
talonnant	0.13
talonne	0.23
talonnent	0.03
talonner	0.19
talonnette	0.13
talonnettes	0.29
talonneur	0.06
talonné	0.35
talonnée	0.10
talonnés	0.16
talons	20.48
talqua	0.03
talquer	0.10
talquât	0.03
talqué	0.06
talquée	0.03
talquées	0.03
talures	0.03
talus	12.10
talutée	0.03
talée	0.06
talées	0.06
talés	0.03
tamanoir	0.03
tamanoirs	0.03
tamar	0.10
tamarin	0.03
tamariniers	0.06
tamaris	0.52
tambouille	0.81
tambouilles	0.13
tambour	9.10
tambourin	0.32
tambourina	0.23
tambourinade	0.03
tambourinaient	0.10
tambourinaire	0.03
tambourinaires	0.10
tambourinais	0.03
tambourinait	0.55
tambourinant	0.39
tambourine	0.55
tambourinement	0.32
tambourinent	0.06
tambouriner	0.68
tambourinerait	0.03
tambourineur	0.03
tambourins	0.42
tambourinèrent	0.03
tambouriné	0.13
tambourinée	0.03
tambourinés	0.03
tambours	6.29
tamias	0.03
tamis	2.39
tamisage	0.23
tamisaient	0.06
tamisais	0.03
tamisait	0.13
tamisant	0.10
tamisante	0.03
tamise	1.77
tamisent	0.10
tamiser	0.16
tamiseur	0.03
tamisier	0.13
tamisé	0.45
tamisée	0.94
tamisées	0.29
tamisés	0.16
tamoul	0.06
tamouré	0.03
tampax	0.13
tampico	0.03
tampon	3.90
tamponna	0.29
tamponnages	0.03
tamponnai	0.03
tamponnaient	0.10
tamponnais	0.03
tamponnait	0.52
tamponnant	0.19
tamponne	1.19
tamponnement	0.16
tamponnent	0.06
tamponner	0.42
tamponneur	0.03
tamponneuses	0.68
tamponnez	0.03
tamponnoir	0.06
tamponnoirs	0.03
tamponnons	0.03
tamponné	0.32
tamponnée	0.03
tamponnés	0.10
tampons	2.48
tan	1.00
tanagra	0.10
tanagras	0.03
tanaisie	0.03
tance	0.16
tancer	0.26
tanche	0.26
tanches	0.16
tancé	0.03
tancée	0.03
tancés	0.03
tandem	1.10
tandems	0.16
tandis	165.03
tandémistes	0.03
tangage	0.65
tangages	0.03
tangence	0.39
tangences	0.13
tangent	0.81
tangente	1.87
tangentes	1.13
tangentiel	0.35
tangentielle	0.84
tangentiellement	0.23
tangentielles	0.39
tangentiels	0.26
tangents	0.29
tangerine	0.10
tangibilité	0.06
tangible	2.35
tangiblement	0.03
tangibles	1.10
tango	3.35
tangons	0.03
tangos	0.90
tangua	0.26
tanguaient	0.10
tanguait	1.19
tanguant	0.29
tanguante	0.06
tangue	0.90
tanguent	0.16
tanguer	0.68
tangueraient	0.03
tangué	0.10
tanin	0.48
tanins	0.26
tanière	2.10
tanières	0.68
tank	1.13
tanka	0.26
tankas	0.03
tanker	0.29
tankers	0.29
tankiste	0.03
tankistes	0.10
tanks	1.87
tanna	0.13
tannage	0.03
tannaient	0.03
tannait	0.13
tannant	0.06
tannante	0.03
tannantes	0.06
tannants	0.10
tannent	0.06
tanner	0.45
tannerai	0.03
tannerie	0.19
tanneries	0.16
tanneur	0.19
tanneurs	0.55
tannins	0.03
tannique	0.03
tanné	1.00
tannée	1.03
tannées	0.23
tannés	0.29
tanrec	0.03
tans	0.03
tansad	0.03
tant	337.61
tantale	0.48
tantalise	0.03
tante	55.39
tantes	4.16
tantine	0.06
tantines	0.03
tantinet	0.81
tantièmes	0.06
tantouse	0.10
tantouses	0.29
tantouze	0.06
tantouzes	0.06
tantra	0.06
tantras	0.10
tantrique	0.13
tantriques	0.10
tantrisme	0.39
tantôt	66.55
tançai	0.03
tançait	0.06
tançant	0.03
tao	1.71
taon	0.19
taons	0.23
taoïsme	0.55
taoïste	0.58
taoïstes	0.65
tap	1.48
tapa	2.42
tapage	3.68
tapageait	0.06
tapages	0.10
tapageur	0.74
tapageurs	0.35
tapageuse	0.94
tapageuses	0.13
tapai	0.06
tapaient	1.23
tapais	0.52
tapait	4.35
tapant	3.26
tapantes	0.13
tape	10.00
tapecul	0.03
tapements	0.06
tapent	0.94
taper	10.00
tapera	0.16
taperai	0.06
taperaient	0.06
taperais	0.13
taperait	0.16
taperez	0.10
tapes	1.68
tapette	0.35
tapettes	0.29
tapeur	0.06
tapeurs	0.06
tapeuses	0.03
tapez	0.16
tapi	2.52
tapie	2.10
tapies	0.52
tapiez	0.03
tapin	1.81
tapinaient	0.03
tapinais	0.06
tapinait	0.23
tapine	0.32
tapinent	0.19
tapiner	0.32
tapinera	0.03
tapinerai	0.03
tapineuse	0.10
tapineuses	0.16
tapinois	0.45
tapins	0.94
tapiné	0.03
tapinée	0.03
tapioca	0.81
tapir	0.81
tapira	0.03
tapirat	0.03
tapiridés	0.03
tapirs	0.06
tapis	39.94
tapissa	0.10
tapissaient	0.42
tapissais	0.03
tapissait	0.68
tapissant	0.26
tapisse	0.45
tapissent	0.45
tapisser	0.52
tapisserie	6.10
tapisseries	1.90
tapissier	1.03
tapissiers	0.42
tapissière	0.16
tapissé	1.16
tapissée	1.45
tapissées	0.52
tapissés	1.00
tapit	0.35
tapons	0.06
tapota	1.52
tapotage	0.03
tapotai	0.03
tapotaient	0.13
tapotais	0.03
tapotait	1.68
tapotant	1.74
tapote	1.68
tapotement	0.23
tapotements	0.39
tapotent	0.23
tapoter	0.87
tapoterez	0.03
tapotis	0.03
tapotons	0.03
tapotèrent	0.10
tapoté	0.42
tapâmes	0.06
tapèrent	0.23
tapé	3.35
tapée	0.65
tapées	0.26
tapés	0.23
taquer	0.06
taques	0.03
taquet	0.19
taquets	0.06
taquin	0.45
taquina	0.16
taquinaient	0.13
taquinais	0.13
taquinait	0.61
taquinant	0.13
taquine	0.94
taquinent	0.13
taquiner	1.10
taquinerie	0.26
taquineries	0.32
taquines	0.03
taquins	0.03
taquiné	0.13
taquinée	0.03
taquoir	0.23
taqué	0.03
tara	0.06
tarabiscot	0.03
tarabiscotage	0.03
tarabiscotages	0.06
tarabiscoté	0.19
tarabiscotée	0.23
tarabiscotées	0.10
tarabiscotés	0.19
tarabustait	0.26
tarabuste	0.26
tarabustent	0.03
tarabuster	0.13
tarabustes	0.03
tarabustèrent	0.03
tarabusté	0.06
tarabustés	0.03
tarare	0.19
taras	0.06
tarasque	0.13
taratata	0.16
taraud	0.10
taraudage	0.06
taraudaient	0.03
taraudait	0.16
taraudant	0.06
taraude	0.45
taraudent	0.13
tarauder	0.23
tarauds	0.10
taraudèrent	0.03
taraudé	0.16
taraudée	0.10
taraudées	0.03
taraudés	0.10
tard	244.90
tarda	3.68
tardai	0.16
tardaient	0.48
tardais	0.10
tardait	2.61
tardant	0.16
tarde	5.52
tardent	0.74
tarder	8.61
tardera	0.65
tarderai	0.13
tarderaient	0.39
tarderais	0.13
tarderait	1.23
tarderions	0.06
tarderons	0.03
tarderont	0.13
tardez	0.23
tardiez	0.06
tardif	3.00
tardifs	1.19
tardigrade	0.03
tardigrades	0.10
tardillon	0.10
tardions	0.03
tardive	5.61
tardivement	4.10
tardives	1.84
tardivité	0.03
tardons	0.13
tardâmes	0.03
tardèrent	1.16
tardé	2.39
tardée	0.03
tare	2.03
tarente	0.16
tarentelle	0.26
tarentelles	0.06
tarentine	0.03
tarentule	0.23
tarentules	0.03
tares	1.97
taret	0.10
tarets	0.06
targes	0.03
targette	0.32
targettes	0.16
targua	0.03
targuaient	0.06
targuais	0.03
targuait	0.35
targuant	0.10
targue	0.29
targuent	0.06
targuera	0.03
targues	0.03
targui	0.10
targuis	0.03
targuât	0.03
targué	0.03
targués	0.03
tari	0.81
taride	0.10
tarie	0.81
taries	0.48
tarif	6.61
tarifa	0.03
tarifaire	0.71
tarifaires	0.77
tarification	0.81
tarifications	0.03
tarifs	9.97
tarifée	0.06
tarifées	0.03
tarifés	0.06
tarin	1.39
tarir	0.87
tarira	0.06
tarirent	0.10
taris	0.65
tarissable	0.03
tarissables	0.03
tarissaient	0.10
tarissait	0.29
tarissant	0.13
tarisse	0.03
tarissement	0.26
tarissements	0.03
tarissent	0.06
tarissez	0.03
tarit	0.77
tarière	0.06
tarières	0.10
tarlatane	0.13
tarmac	0.03
tarmacadam	0.03
tarot	1.13
tarots	0.84
tarpan	0.06
tarpans	0.03
tarpéienne	0.10
tarse	0.26
tarses	0.03
tarsienne	0.06
tarsiennes	0.10
tarsiens	0.06
tarsier	0.03
tarsiers	0.03
tartan	0.10
tartane	0.03
tartare	0.87
tartares	1.00
tartarie	0.19
tartarin	0.19
tartarinade	0.03
tartarinades	0.06
tartarine	0.03
tartarins	0.03
tarte	5.48
tartelette	0.19
tartelettes	0.35
tartes	1.55
tartignolle	0.06
tartignolles	0.03
tartina	0.06
tartinaient	0.03
tartinais	0.03
tartinait	0.16
tartinant	0.06
tartine	4.58
tartinent	0.13
tartiner	0.42
tartinerait	0.03
tartines	4.29
tartineurs	0.03
tartiné	0.13
tartinée	0.16
tartinées	0.10
tartir	0.61
tartissent	0.03
tartisses	0.26
tartouille	0.03
tartouilles	0.06
tartrate	0.13
tartrates	0.10
tartre	0.32
tartreux	0.03
tartrique	0.16
tartriques	0.13
tartufe	0.13
tartuferie	0.03
tartuferies	0.03
tartuffe	0.39
tartufferie	0.06
tartuffes	0.06
tarzan	4.58
tarzans	0.03
taré	1.26
tarée	0.19
tarées	0.03
tarés	0.97
tas	44.77
tasmanien	0.06
tassa	0.52
tassai	0.10
tassaient	0.26
tassais	0.03
tassait	1.03
tassant	0.42
tasse	14.61
tasseaux	0.16
tassement	1.23
tassements	0.19
tassent	0.45
tasser	0.97
tassera	0.13
tasserai	0.03
tasserait	0.03
tasses	5.10
tasseuse	0.03
tassez	0.03
tassiez	0.03
tassili	0.16
tassons	0.03
tassèrent	0.16
tassé	2.97
tassée	2.00
tassées	0.55
tassés	1.48
tat	0.10
tata	0.55
tatami	0.23
tatamis	0.03
tatane	0.48
tatanes	0.77
tatar	0.77
tatare	0.32
tatares	0.06
tatars	3.90
tatas	0.13
tatillon	0.58
tatillonne	0.19
tatillonner	0.03
tatillonnes	0.10
tatillons	0.23
tatin	0.06
tatou	0.16
tatouage	1.16
tatouages	1.45
tatouaient	0.03
tatouait	0.06
tatoue	0.13
tatouer	0.58
tatoueur	0.48
tatouillée	0.03
tatous	0.06
tatoué	1.45
tatouée	0.35
